Дата,"Доллар, цена открытия","Доллар, максимальная цена","Доллар, минимальная цена","Доллар, цена закрытия","Доллар, объем торгов","Юань, цена открытия","Юань, цена максимальная цена","Юань, минимальная цена","Юань, цена закрытия","Юань, объем торгов","Газпром, цена открытия","Газпром, цена максимальная цена","Газпром, минимальная цена","Газпром, цена закрытия","Газпром, объем торгов"
1/4/2021,74.135,74.405,73.055,74.33,2196588000,11.466,11.512,11.328,11.502,29061000,212.71,216.63,211.64,212.71,55195430
1/5/2021,74.1125,75.2875,73.85,74.04,2696328000,11.5365,11.6639,11.47,11.51,26548000,213.2,215.38,210.22,215.32,48913740
1/6/2021,73.78,74.2075,73.3975,73.9225,2002842000,11.4456,11.5004,11.41,11.464,29617000,215.48,216.8,213.07,214.38,47897590
1/8/2021,74.265,74.835,73.8175,74.155,2341573000,11.478,11.5613,11.4425,11.468,12122000,217.14,226.24,217,225.49,100717800
1/11/2021,74.4325,75,74.265,74.66,3943607000,11.4966,11.5639,11.4731,11.53,74169000,225.05,231,221.81,227.6,112506470
1/12/2021,74.46,74.46,73.5,73.54,3501136000,11.52,11.52,11.3939,11.41,74373000,229,231.44,225.66,228.69,64309460
1/13/2021,73.5,73.98,73.375,73.7475,3171863000,11.3901,11.4479,11.3726,11.394,55970000,229.29,230.35,225.2,226.8,61102300
1/14/2021,73.77,74.01,73.1025,73.21,3229002000,11.4102,11.4494,11.3081,11.335,49071000,226.49,229.57,223.2,228.86,60003270
1/15/2021,73.455,73.8875,73.2625,73.645,3269638000,11.3521,11.3949,11.3121,11.347,89147000,227.5,230.7,226,226.5,54765970
1/18/2021,74.0075,74.38,73.77,73.995,3006420000,11.4046,11.4339,11.3671,11.3915,35120000,225.55,228.5,221.34,226.88,69147920
1/19/2021,73.8275,73.935,73.2275,73.68,2835426000,11.3709,11.4079,11.34,11.374,28496000,227.66,228.85,223,223.15,66619900
1/20/2021,73.68,73.6875,73.21,73.52,2580472000,11.3679,11.3904,11.3265,11.381,19728000,223,225.78,221.55,224.3,51248650
1/21/2021,73.27,74.1,73.2,73.845,3281377000,11.3545,11.45,11.34,11.4235,65781000,224.4,224.96,217.22,217.28,76701270
1/22/2021,74.0675,75.3625,74.0675,75.3,4567485000,11.4584,11.6,11.45,11.581,113304000,216.45,216.5,210.5,215.49,94721320
1/25/2021,74.9325,75.8675,74.53,75.3675,4163717000,11.5104,11.6729,11.5041,11.6205,179491000,216.9,219.66,214.53,218.68,74456540
1/26/2021,75.555,75.79,74.9325,75.085,3617354000,11.6669,11.6839,11.582,11.605,256013000,216.8,220.29,215.71,218.8,45114650
1/27/2021,75.0675,75.9825,74.84,75.85,4408994000,11.5726,11.7049,11.5699,11.683,209543000,219.49,222,216.44,217.4,59271760
1/28/2021,75.8425,76.5,75.6775,75.9575,4448492000,11.6879,11.7989,11.6879,11.749,508764000,215.91,219.49,214.26,217.7,52341000
1/29/2021,76.2325,76.355,75.2325,75.755,4177465000,11.7834,11.8199,11.6881,11.75,377556000,216.75,216.75,212.47,212.83,66744580
2/1/2021,75.5975,76.2,75.35,76.1475,3338404000,11.716,11.7659,11.6543,11.762,75902000,214.61,214.87,212.24,214.66,39314420
2/2/2021,75.9925,76.24,75.31,76.225,3651471000,11.7321,11.812,11.6641,11.812,51453000,215.5,219.74,213.25,214.42,77924880
2/3/2021,75.93,76.3425,75.77,75.9275,2924119000,11.7739,11.7961,11.7261,11.75,50018000,215.41,218.42,213.79,218.1,45974890
2/4/2021,76.02,76.055,75.3025,75.505,3325134000,11.7561,11.7657,11.6461,11.675,43804000,218.71,221.4,216.88,219.79,47881150
2/5/2021,75.44,75.4675,74.5125,74.645,3325226000,11.636,11.636,11.5242,11.568,35804000,220.68,222.21,219,222.01,42127830
2/8/2021,74.5,74.5775,74.15,74.3,2818242000,11.5241,11.5629,11.494,11.53,44838000,223.06,228,223,228,67144040
2/9/2021,74.0525,74.26,73.86,73.8875,3172373000,11.4959,11.5559,11.4941,11.5161,72741000,229,229.49,225.8,227.73,60518190
2/10/2021,73.865,74.02,73.615,73.945,3134934000,11.4921,11.5359,11.478,11.51,45480000,227.98,228.29,221.8,223.24,41883700
2/11/2021,73.8475,73.865,73.5225,73.605,2092206000,11.5021,11.5219,11.4681,11.478,30070000,223.45,223.67,220.73,221.35,34480880
2/12/2021,73.83,74.4725,73.5,73.7175,4016662000,11.4959,11.5856,11.458,11.488,64986000,220.78,227.47,216.77,226.71,69179250
2/15/2021,73.38,73.49,73.125,73.325,2266289000,11.4539,11.4719,11.43,11.4621,43355000,228.49,230,226.7,229.22,59793600
2/16/2021,73.28,73.91,73.14,73.64,3354717000,11.4439,11.4942,11.4165,11.458,44603000,229.95,233.22,227.57,232.46,85667580
2/17/2021,73.7675,74.2,73.55,73.71,3338884000,11.4462,11.5081,11.423,11.451,60462000,232.32,233.35,225.33,229.14,64532970
2/18/2021,73.805,74.1675,73.5125,73.91,3299953000,11.4479,11.4719,11.3988,11.434,160527000,228.98,228.98,224.01,224.47,43762150
2/19/2021,73.9525,74.2,73.8,74.125,3139613000,11.4609,11.484,11.4436,11.467,52873000,224.02,226.26,221.1,226,44854360
2/20/2021,74.12,74.185,73.865,74.08,531365000,11.1651,11.692,11.1651,11.4701,20653000,226.35,227.1,225,225.84,6053880
2/22/2021,74.19,75.075,74.0675,74.3,2274252000,11.4828,11.6,11.47,11.4861,5762000,226.49,227.3,223.04,225.63,31412770
2/24/2021,74.0175,74.0325,73.4,73.54,3478001000,11.4441,11.4609,11.3921,11.405,72339000,224.42,225.64,220.85,222.55,40792480
2/25/2021,73.3875,74.8475,73.325,74.75,4263692000,11.3879,11.52,11.3859,11.517,121076000,223.47,225.5,221.22,221.7,42722110
2/26/2021,74.6375,74.925,74.2475,74.63,4977519000,11.5414,11.5664,11.4697,11.506,173835000,220.56,221.68,217.2,217.56,63735100
3/1/2021,74.25,74.4975,73.9,74.165,3543895000,11.5005,11.5015,11.42,11.47,39319000,219.34,222.01,218.25,221.47,28373590
3/2/2021,74.33,74.7275,73.5975,73.81,4189786000,11.4829,11.53,11.3634,11.3945,147223000,220,224.11,219.76,222.74,34140160
3/3/2021,73.815,74.0625,73.4,73.97,2939534000,11.3986,11.4399,11.3626,11.435,54341000,224.2,226.79,221.7,222.15,33225100
3/4/2021,73.97,74.98,73.35,74.7,4186600000,11.43,11.55,11.331,11.508,53323000,221.88,226.69,219.5,221.14,46417010
3/5/2021,74.505,74.785,74.105,74.2025,4517162000,11.5015,11.509,11.3473,11.387,504234000,222.05,228.42,220.02,227,55786000
3/9/2021,74.5,74.535,73.7775,73.915,2647131000,11.3011,11.5899,11.3011,11.348,219813000,227.51,233.07,226.05,232.1,73759850
3/10/2021,73.97,74.14,73.6,73.6025,2611814000,11.3581,11.3762,11.3156,11.338,60924000,231.83,235.5,230.66,231.69,55372950
3/11/2021,73.6,73.87,73.18,73.3,3233595000,11.32,11.3891,11.29,11.323,82430000,232.83,233.53,230.07,232.47,32131810
3/12/2021,73.3525,73.7375,73.23,73.33,3280359000,11.3085,11.3399,11.2769,11.2904,121667000,232.01,234.39,230.6,233.8,28819550
3/15/2021,73.4,73.4775,72.805,72.805,3267878000,11.268,11.2824,11.2046,11.22,45528000,234.98,238.09,234.46,237.79,46121290
3/16/2021,72.9475,73.0625,72.53,72.85,3431599000,11.2244,11.2372,11.1667,11.2125,78214000,237.3,238.23,233.8,234.02,38029020
3/17/2021,72.93,74.22,72.8875,73.64,5283378000,11.2299,11.3936,11.2272,11.364,47544000,234,234.56,227.21,229.9,62072590
3/18/2021,73.605,74.4025,73.43,74.3025,4142429000,11.3669,11.435,11.3142,11.4315,30694000,230.05,231.79,223.7,224.35,67581990
3/19/2021,74.3025,74.48,73.74,74.115,4249589000,11.3931,11.4341,11.33,11.4005,63755000,223.05,226.64,222.37,225.4,58484100
3/22/2021,74.375,75.0975,74.175,74.94,3711068000,11.393,11.54,11.393,11.5165,35735000,225.14,225.34,220.79,221.88,58491290
3/23/2021,74.98,76.4,74.915,76.39,5014872000,11.5324,11.7171,11.53,11.71,88714000,221.35,224.44,219.81,221.62,43094210
3/24/2021,76.255,76.98,75.695,76.5775,4412314000,11.6961,11.7999,11.6154,11.7235,51403000,222.39,225.45,220.53,223.65,36700010
3/25/2021,76,76.645,75.735,76.21,3535241000,11.6961,11.7061,11.59,11.63,82100000,224.2,225.38,222.7,224.84,29735720
3/26/2021,76.0475,76.2,75.595,75.655,3127450000,11.6189,11.64,11.558,11.568,42318000,225.74,227.6,225.13,227.3,26672930
3/29/2021,75.72,76.115,75.5525,75.68,2293707000,11.582,11.5947,11.5059,11.516,41919000,226.79,229.15,226.31,228.74,23752090
3/30/2021,75.575,76.19,75.39,75.85,3024296000,11.504,11.5748,11.4725,11.5326,313619000,228.95,230.1,225.04,225.93,26818410
3/31/2021,75.85,76.01,75.22,75.69,2975438000,11.55,11.5589,11.4721,11.54,83939000,226.4,228.4,223.32,227.24,38847380
4/1/2021,75.69,76.44,75.5675,76.2575,2965661000,11.5235,11.63,11.4966,11.606,57728000,228.43,231.67,225.75,226.94,43823600
4/2/2021,76.2,76.5525,75.925,76.5525,1236252000,11.9399,11.9399,11.5001,11.64,59982000,227,229.2,226.54,228.4,12621010
4/5/2021,76.4,76.74,75.9875,76.39,1754043000,11.3501,11.9299,11.3501,11.6534,39008000,227.9,227.92,224.13,225.06,23919530
4/6/2021,76.39,77.345,76.1775,77.265,3223114000,11.6479,11.8181,11.632,11.802,68282000,226.01,226.55,221.91,222.95,36223380
4/7/2021,77.22,78.045,76.8325,76.98,4567864000,11.7101,11.9243,11.7101,11.75,113329000,222.31,226.01,220.68,224.51,29483660
4/8/2021,76.96,77.39,76.62,76.855,2953998000,11.7485,11.7992,11.6871,11.7235,84963000,224.84,226.3,222.88,224.3,19420190
4/9/2021,76.8875,77.48,76.8475,77.395,2712844000,11.721,11.8144,11.721,11.7935,248351000,224.17,224.3,221.48,222.15,20902100
4/12/2021,77.395,77.7575,77.0675,77.385,2524042000,11.8324,11.8548,11.7721,11.812,59422000,220.95,224.25,219.6,222.87,29206290
4/13/2021,77.44,77.575,75.8125,75.94,3619327000,11.7001,11.8279,11.59,11.6155,61638000,223.02,228.33,221.1,227.99,39063400
4/14/2021,76.0475,76.115,75.4525,75.87,2931227000,11.6094,11.635,11.5356,11.608,110753000,230.58,236.58,229.31,235.32,91895500
4/15/2021,75.87,77.5475,75.8225,76.325,6489252000,11.63,11.86,11.63,11.7,112363000,230.1,236.39,228.23,234.63,62531120
4/16/2021,76.35,76.51,75.315,75.8175,3918384000,11.6711,11.7149,11.5494,11.611,116939000,235.49,237.45,232.7,235.1,46181390
4/19/2021,76,76.44,75.7725,76.35,2665157000,11.94,11.94,11.6305,11.7269,69950000,234.74,234.9,230.28,231.17,39712830
4/20/2021,76.335,77.07,75.9325,76.83,3328053000,11.7395,11.8538,11.7,11.8145,66245000,231.58,233.17,229,230,43916060
4/21/2021,76.8675,77.07,76.3325,76.6,3082189000,11.8381,11.8602,11.753,11.796,66465000,229.93,231.8,228.37,230.84,35493950
4/22/2021,76.67,76.785,75.235,75.4175,4295342000,11.808,11.838,11.5975,11.616,89695000,230.68,232.15,227.14,230.93,60338620
4/23/2021,75.4175,75.6,74.65,74.98,3400921000,11.6311,11.6381,11.5137,11.56,112853000,231.3,233.3,230,232.62,35447230
4/26/2021,75.4475,75.5,74.63,74.97,2192715000,11.8449,11.8449,11.5141,11.59,50334000,233.02,234.91,232.16,233.23,28695180
4/27/2021,74.9775,75.17,74.7825,74.89,2098017000,11.5676,11.5982,11.5416,11.566,50800000,233.5,235.14,231.21,232,29275690
4/28/2021,74.915,75.0025,74.34,74.4125,2517408000,11.5624,11.5709,11.49,11.495,98493000,232.55,233.24,230.2,232.96,37443310
4/29/2021,74.4,74.74,74.19,74.635,2499510000,11.4999,11.5664,11.4836,11.5435,109284000,234.08,236.18,229,230.51,55599370
4/30/2021,74.74,75.2475,74.4525,75.21,3004595000,11.5899,11.631,11.5001,11.62,90272000,230.11,231.6,228.86,231.38,32069550
5/4/2021,75.1675,75.3625,74.7,74.8425,2215219000,11.53,11.63,11.5271,11.554,31187000,232.2,234.3,230.96,233.8,37916850
5/5/2021,74.8225,74.9975,74.5825,74.86,1661977000,11.5286,11.5525,11.4992,11.5415,56009000,234.21,237.77,233.69,237.5,38141220
5/6/2021,74.84,74.9,74.2,74.23,2187468000,11.5594,11.5634,11.4761,11.4844,83454000,237.9,243.32,237.75,243,50375470
5/7/2021,73.9625,74.55,72.0025,73.785,2764362000,11.5029,11.5242,11.46,11.5015,43374000,243.49,243.99,240.78,241.7,37128000
5/10/2021,73.785,74.3575,73.5125,74.35,1031307000,11.48,11.576,11.45,11.5741,7764000,242.35,244.3,240.52,241.41,32389560
5/11/2021,74.305,74.425,73.82,74.11,2343062000,11.5799,11.5829,11.5041,11.5284,56098000,240.2,243.17,239.05,242.5,35809800
5/12/2021,74.11,74.67,73.92,74.63,3063587000,11.5251,11.5679,11.4861,11.56,45074000,242.11,244.42,241.56,241.79,33270270
5/13/2021,74.65,74.65,73.8075,74.0775,2709602000,11.548,11.5499,11.4551,11.485,84566000,242.25,247.29,242.05,247.16,64157170
5/14/2021,74.0775,74.2475,73.72,74.0125,2288463000,11.5004,11.5119,11.458,11.4909,38438000,248,250.4,247.53,249.55,50267520
5/17/2021,74,74.135,73.71,73.8,1952556000,11.4974,11.5035,11.446,11.46,44063000,250,255.25,249.45,255.15,41074310
5/18/2021,73.88,73.945,73.54,73.7,2197424000,11.4769,11.505,11.458,11.464,65257000,256.11,268.38,254.54,266.22,86151870
5/19/2021,73.7025,73.9,73.5275,73.79,2780452000,11.4744,11.4856,11.4397,11.46,90136000,263.9,264.5,256,260.9,93197170
5/20/2021,73.9,73.94,73.445,73.53,2271078000,11.4709,11.4709,11.4201,11.438,70423000,260.8,262.78,256.9,259.16,46502970
5/21/2021,73.5725,73.6975,73.36,73.5975,2721261000,11.4238,11.4499,11.4082,11.4418,91126000,260.04,260.7,257.12,258,29037660
5/24/2021,73.6,73.8575,73.415,73.4925,2853415000,11.4426,11.5014,11.43,11.468,102637000,258.69,261.47,257.12,261.24,24616020
5/25/2021,73.4925,73.595,73.195,73.5,1988592000,11.4734,11.486,11.44,11.4679,55470000,262.33,262.72,258.31,259.79,30568090
5/26/2021,73.445,73.72,73.2625,73.51,2548082000,11.5,11.5497,11.4775,11.5135,95566000,260.52,263.33,260.01,263.09,34571110
5/27/2021,73.51,73.5975,73.32,73.465,2379189000,11.529,11.549,11.506,11.535,120800000,261.98,263.75,261.22,262.96,57534350
5/28/2021,73.6,73.71,73.15,73.15,2632112000,11.5699,11.57,11.4801,11.504,116668000,263.79,265.93,261.35,262,35266300
5/31/2021,73.345,73.49,73.1,73.43,1467409000,11.4601,11.543,11.4601,11.5161,35844000,261,261.6,259.3,261.03,21367010
6/1/2021,73.3975,73.69,73.11,73.5075,2468470000,11.5176,11.542,11.4756,11.513,61666000,261.97,264.76,261.58,263.86,32746740
6/2/2021,73.5075,73.745,73.09,73.16,1975062000,11.5206,11.538,11.46,11.461,72051000,264.05,271.36,263.55,271.15,53327960
6/3/2021,73.16,73.3475,73.02,73.24,2082975000,11.45,11.4775,11.435,11.448,105559000,272.33,274.3,268.2,272.1,52795050
6/4/2021,73.24,73.39,72.7625,72.795,2253908000,11.446,11.4989,11.388,11.4005,64776000,271.92,276.22,269.58,274.3,54381240
6/7/2021,72.82,73.0575,72.75,72.81,1517332000,11.388,11.4192,11.38,11.41,93258000,274.05,276.7,273.85,275.67,34226150
6/8/2021,72.95,73.0275,72.27,72.3,2317782000,11.6833,11.6833,11.1238,11.304,92183000,275.5,277.58,272.91,275.36,53072570
6/9/2021,72.365,72.43,71.9825,72.305,2379184000,11.304,11.33,11.2666,11.328,78968000,275.93,276.39,273.76,275.65,28255880
6/10/2021,72.305,72.33,71.7,71.77,2818180000,11.3649,11.3649,11.226,11.24,79450000,275.4,277.77,274.32,276.1,37243570
6/11/2021,71.8,72.26,71.55,72.13,2866311000,11.2515,11.2959,11.2,11.28,45315000,276.58,278,274.85,277.05,26611040
6/14/2021,72.13,72.3775,71.9875,72.1025,944539000,11.5197,11.5197,11.24,11.2605,5113000,277.62,280.45,277.22,279.5,28175830
6/15/2021,72.095,72.35,71.73,72.18,3564859000,11.2999,11.2999,11.2047,11.274,99863000,279.92,280.14,272.63,272.72,52220420
6/16/2021,72.1025,72.71,71.62,72.5625,3577425000,11.4916,11.4916,11.21,11.285,89458000,272.99,275.23,270.12,271.8,67245290
6/17/2021,72.7,72.7,72.09,72.3225,3790208000,11.2839,11.3065,11.1831,11.2,84907000,270.9,273.89,269.1,272.5,43611060
6/18/2021,72.3275,72.865,72.0825,72.85,3637792000,11.2234,11.2879,11.1857,11.26,72573000,271.61,273.18,268.65,270.06,52681210
6/21/2021,72.965,73.345,72.735,73.1325,3276950000,11.2151,11.3219,11.2151,11.32,59053000,269.77,272.86,268.09,272.62,27431480
6/22/2021,73.1275,73.3,72.8075,72.875,2316638000,11.2881,11.3065,11.2411,11.2435,91760000,273.52,277,272.89,277,36914430
6/23/2021,72.9225,72.9825,72.35,72.6075,2792615000,11.2379,11.2444,11.1773,11.219,83864000,277.89,279.56,276.67,277.35,33546790
6/24/2021,72.57,72.6925,72.125,72.305,2375306000,11.2055,11.2145,11.1456,11.174,68688000,278.2,279.47,275.5,277.47,42556030
6/25/2021,72.2525,72.3575,72.0375,72.2025,1950711000,11.1826,11.19,11.1616,11.1844,67850000,277.8,277.92,276.12,277.19,29702030
6/28/2021,72.2675,72.31,72.0925,72.1175,1964693000,11.1759,11.1849,11.1616,11.1617,67253000,277.23,279.61,276.43,276.99,28083560
6/29/2021,72.15,72.8725,72.15,72.76,2506493000,11.1721,11.2799,11.1721,11.27,143748000,276.12,277.5,273.17,276.8,37588780
6/30/2021,72.775,73.2375,72.6425,73.135,3152743000,11.0625,11.3306,11.0625,11.3259,155207000,277.28,281.82,276.5,281.8,60312970
7/1/2021,73.23,73.535,72.8075,73.4,2699046000,11.309,11.3619,11.2637,11.3485,78293000,281.88,286.25,281.88,285.74,50045350
7/2/2021,73.34,73.81,73.14,73.24,2686565000,11.3001,11.3799,11.3,11.3155,95410000,285.7,286.19,282.8,285.65,29285170
7/5/2021,73.2625,73.6,73.2275,73.46,1445859000,11.3414,11.3845,11.335,11.367,53898000,286,291.49,285.78,291.1,34201020
7/6/2021,73.46,74.805,73.155,74.4225,3268461000,11.3589,11.531,11.3218,11.493,72898000,292,295.97,291.34,293.45,80345400
7/7/2021,74.4225,74.92,73.9425,74.7125,3357622000,11.4944,11.565,11.439,11.542,55455000,293.85,297.48,293.47,297.39,67043710
7/8/2021,74.72,75.35,74.6225,74.7375,2997890000,11.5165,11.6114,11.486,11.5151,168989000,296.45,297,290.33,292.86,52704630
7/9/2021,74.705,74.8275,74.1725,74.36,2405209000,11.5149,11.5229,11.4378,11.475,58223000,293.51,295.58,292,295.22,40962550
7/12/2021,74.2,74.8,74.2,74.44,1996548000,11.2427,11.547,11.2427,11.4925,71622000,295.53,298.48,294.9,297.39,43336120
7/13/2021,74.44,74.44,73.89,74.295,3369065000,11.4841,11.4928,11.4273,11.4685,36335000,297.77,297.77,293,293.83,49180620
7/14/2021,74.305,74.38,73.94,74.075,2021801000,11.4375,11.7186,11.4272,11.4741,59199000,282.88,286.93,282.88,284.6,52516030
7/15/2021,74.1125,74.445,74.0625,74.365,2045352000,11.479,11.5199,11.4668,11.5157,58743000,284.58,285.11,278.96,280.01,41716630
7/16/2021,74.36,74.3975,73.95,74.0725,2353559000,11.5039,11.5039,11.4171,11.44,63234000,279.38,282,278,279.65,27958640
