Дата,"Доллар, цена открытия","Доллар, максимальная цена","Доллар, минимальная цена","Доллар, цена закрытия","Доллар, объем торгов","Юань, цена открытия","Юань, цена максимальная цена","Юань, минимальная цена","Юань, цена закрытия","Юань, объем торгов","Газпром, цена открытия","Газпром, цена максимальная цена","Газпром, минимальная цена","Газпром, цена закрытия","Газпром, объем торгов"
9/6/2022,60.845,61.235,60.62,61.235,1152854000,8.74,8.774,8.713,8.765,4739958000,249.99,250.2,241,246,51474990
9/7/2022,61.195,61.555,60.76,60.79,1026016000,8.767,8.809,8.728,8.732,4252468000,245.8,245.8,241.55,241.55,31427210
9/8/2022,61,61.1375,60.5,60.73,1117709000,8.752,8.775,8.714,8.731,3781038000,241.55,245.3,237.84,243.95,39048150
9/9/2022,60.7075,60.71,60.28,60.6,1154808000,8.73,8.75,8.697,8.723,3206048000,244.41,247.2,242.16,245.34,27159830
9/12/2022,61,61.0525,60.14,60.24,1296086000,8.723,8.76,8.7,8.713,4634553000,243.98,247,241.06,243.3,31161380
9/13/2022,60.31,60.53,59.65,59.9,1427225000,8.713,8.744,8.556,8.595,5325623000,243.9,245.29,241.8,242.64,21615440
9/14/2022,59.9,60.15,59.5525,59.885,1443570000,8.61,8.618,8.546,8.588,5382457000,242.29,243.39,240,243.32,19813560
9/15/2022,59.9925,60.4975,59.45,59.8,1892614000,8.587,8.599,8.512,8.571,4989572000,243.33,244.3,241.91,243.68,22149890
9/16/2022,60.02,60.31,59.805,60.275,1573342000,8.575,8.58,8.522,8.546,4724081000,243.67,248.2,241.83,243.8,37338570
9/19/2022,60.3,60.645,59.0025,60.16,1452052000,8.552,8.633,8.525,8.559,6377397000,243.2,245.91,242.71,244.21,21276160
9/20/2022,60.3075,60.6,59.9025,60.6,1385346000,8.566,8.648,8.525,8.645,8365835000,242.35,243.45,200.01,221.15,212899230
9/21/2022,61,62.7975,60.2625,60.69,1879821000,8.648,8.85,8.533,8.577,10529386000,196.49,218.78,192,214.07,98217480
9/22/2022,61,61.25,58.5625,58.84,2076445000,8.577,8.636,8.274,8.303,10288918000,215.18,237.77,215.18,231.45,126395250
9/23/2022,58.8,60.35,56.6525,57.92,2539292000,8.303,8.401,7.94,8.092,13124891000,233.4,234.5,222.22,224.84,62751550
9/26/2022,58.1875,59.2375,57.2,58.395,1717425000,8.09,8.187,8.001,8.12,10680419000,219.87,221.9,200.62,206,103489990
9/27/2022,58.05,58.9825,57.85,58.4575,1665137000,8.12,8.192,8.08,8.155,9427736000,211.2,217.36,207.12,217.3,81170240
9/28/2022,58.76,58.9375,56.955,57.54,2084321000,8.156,8.179,7.975,8.023,9247729000,216.97,223.7,208.66,217.38,83279880
9/29/2022,57.6,58.1675,56.545,57.21,2351861000,8.039,8.164,7.912,8.12,12065381000,219.5,226.8,210.51,226.46,70015930
9/30/2022,56.9025,58.61,53.23,58.45,2147153000,8.121,8.545,8.017,8.341,12213307000,231.68,238.72,189.42,217.7,245511710
10/3/2022,58.2875,59.65,56.76,58.86,1176722000,8.355,8.454,8.016,8.268,8611154000,219,220.55,213.63,215.83,50567310
10/4/2022,58.4,59.5875,58.34,58.95,1008745000,8.281,8.328,8.155,8.199,7791399000,216.49,216.7,208.8,210.72,49717960
10/5/2022,58.95,60.4475,57.41,60.1725,1003878000,8.2,8.589,8.149,8.575,6962898000,211.46,211.49,202.85,209.05,53159360
10/6/2022,60.7775,60.97,59.6425,60.9025,927949000,8.553,8.68,8.502,8.555,8221521000,210.02,216.88,209.06,212.86,51618400
10/7/2022,60.7975,61.7,60.36,61.0025,1308056000,8.56,8.657,8.493,8.497,9987489000,212.84,212.84,195.01,195.15,101491840
10/10/2022,61.0025,63.095,61.0025,62.69,1379843000,8.55,8.7,8.52,8.657,10729886000,164.98,166,137.1,163.89,116857160
10/11/2022,62.69,64.6075,62.5375,63.66,1415670000,8.625,8.8,8.625,8.683,9718262000,163.9,165.2,159.62,162.89,33206270
10/12/2022,63.9275,64.9275,63.0075,64.42,1647408000,8.699,8.854,8.558,8.683,13633488000,163.5,164,160.31,161.8,18161310
10/13/2022,64.02,64.385,62.75,63.63,1556418000,8.689,8.762,8.66,8.685,9313274000,161.67,162.45,159.48,160.84,19824510
10/14/2022,63.455,63.9825,61.6,62.1075,1183561000,8.694,8.737,8.582,8.602,8701965000,161.02,161.16,158.64,159.6,15371250
10/17/2022,62.0575,62.6475,61.33,61.65,1325229000,8.601,8.627,8.461,8.533,8484720000,159.95,163.8,159.6,163.24,26789710
10/18/2022,61.5925,62.3,61.4175,61.575,1234965000,8.533,8.574,8.474,8.505,7467515000,163.96,164.64,159.1,160.2,20696090
10/19/2022,61.9125,61.9575,61.2,61.735,1185430000,8.505,8.525,8.407,8.462,6670435000,159.31,161.5,157.4,161.29,23579940
10/20/2022,61.5925,62.1725,61.16,61.4,1095566000,8.465,8.48,8.402,8.438,8524053000,161.69,162.48,160.15,160.75,14349680
10/21/2022,61.4,61.705,60.7,61.29,1229318000,8.416,8.437,8.29,8.309,10424249000,159.99,169.96,159.03,166.99,35497600
10/24/2022,61.01,62.0475,60.8675,61.185,1411454000,8.309,8.365,8.294,8.332,9389008000,167.9,168.88,164.82,165.47,25842880
10/25/2022,61.3,61.6,61.15,61.4875,1316461000,8.33,8.417,8.295,8.407,8496368000,166,174.69,164.22,172.38,47557000
10/26/2022,61.395,61.9725,61.125,61.75,1612454000,8.415,8.51,8.41,8.5,7862781000,173.31,173.42,168.7,171.98,34526830
10/27/2022,61.7375,61.9175,61.15,61.725,1323613000,8.499,8.512,8.393,8.47,7232027000,172.5,173.98,171.3,172.47,23281230
10/28/2022,61.32,61.8325,61.015,61.52,1236580000,8.46,8.48,8.373,8.403,9626135000,171.99,172.35,169.41,170.73,29704580
10/31/2022,61.7425,61.8875,61.2625,61.4775,1458863000,8.43,8.449,8.343,8.385,7398412000,170.74,171.5,169.21,170.27,15987960
11/1/2022,61.305,61.82,61.04,61.2375,1273262000,8.38,8.43,8.371,8.397,6115305000,170.89,171.29,169.75,169.92,16772810
11/2/2022,61.3775,61.8,61.2375,61.8,1111786000,8.418,8.441,8.391,8.414,7081617000,169.99,170.45,167.1,167.72,18450560
11/3/2022,61.8975,62.4825,61.7975,62.1,1368802000,8.414,8.475,8.392,8.407,8984880000,167.1,169.65,166.68,169.14,18086420
11/7/2022,61.995,62.3125,60.875,61,1345329000,8.433,8.47,8.41,8.417,9732550000,171.02,171.59,169.52,169.85,21765300
11/8/2022,60.8625,61.25,60.6825,60.9925,1326393000,8.42,8.429,8.343,8.372,8263091000,170.05,172,169.17,169.97,25244620
11/9/2022,61.0025,61.4,60.8125,61.31,1320875000,8.345,8.47,8.345,8.454,8126619000,169.84,170.32,166.15,167.1,19082490
11/10/2022,61.5375,61.835,60.345,60.53,1372472000,8.446,8.488,8.346,8.391,6934097000,167.5,170.18,167.18,168.9,23909580
11/11/2022,60.8975,60.8975,59.98,60.5375,1570419000,8.391,8.48,8.385,8.473,8160024000,169.29,170.6,167.51,169.86,16579520
11/14/2022,60.26,60.6925,60.2,60.55,1286875000,8.509,8.57,8.5,8.534,6770317000,170.83,171.92,166.51,169.6,30006030
11/15/2022,60.425,60.75,60.1,60.4,1398851000,8.54,8.572,8.498,8.55,10863785000,171.1,171.3,161.79,166.25,32944690
11/16/2022,60.895,61.0675,60.035,60.35,1378493000,8.551,8.59,8.463,8.493,5370096000,166.75,169.15,166.62,168.76,14010380
11/17/2022,60.44,60.5525,60.2125,60.53,1177951000,8.486,8.486,8.426,8.453,5304651000,168.81,169.8,168.01,168.99,10907230
11/18/2022,60.38,60.7475,60.22,60.4025,1025360000,8.46,8.504,8.454,8.49,3972276000,169.2,169.25,167.51,168.79,10088970
11/21/2022,60.525,60.9975,60.525,60.85,1083005000,8.473,8.498,8.455,8.47,5143046000,168.6,168.67,167,168.13,10275320
11/22/2022,60.6575,61.195,60.4125,60.6825,821520000,8.475,8.496,8.462,8.47,6435027000,167.89,168.5,167.45,168.08,9940350
11/23/2022,60.47,60.85,60.3525,60.7,1269281000,8.466,8.469,8.412,8.44,4587702000,168.25,170.6,167.5,169.15,18356940
11/24/2022,60.52,60.8725,60.31,60.6725,1241445000,8.44,8.457,8.417,8.449,6712940000,169.41,170.87,168.6,168.96,10795920
11/25/2022,60.4225,60.77,60.3875,60.5025,1019741000,8.449,8.449,8.414,8.415,4912009000,169.2,169.53,168.1,169.03,10156450
11/28/2022,60.665,61.2575,60.505,61.2275,1168006000,8.413,8.45,8.396,8.436,5527841000,167.95,168.67,167.52,168.1,9481790
11/29/2022,61.23,61.3775,60.77,61.0225,1284161000,8.448,8.535,8.44,8.468,7933330000,168.57,169,167.92,168.1,9784640
11/30/2022,61.19,61.19,60.7,60.99,929329000,8.479,8.61,8.472,8.593,8601895000,167.98,168.19,167.6,167.7,11821140
12/1/2022,60.7825,61.52,60.7825,61.49,1016844000,8.6,8.725,8.591,8.724,4414099000,168,168.76,166.31,166.98,11949730
12/2/2022,61.5025,62.05,61.2525,62,1154786000,8.723,8.83,8.681,8.805,6281161000,167,167.19,164.18,165.86,20370600
12/5/2022,62.0025,62.5975,61.47,62.35,1116397000,8.824,8.969,8.823,8.93,5766418000,165.58,167.2,164.58,165.03,12255370
12/6/2022,62.415,63.2875,62.415,63.085,1249821000,8.93,9.04,8.923,8.958,10604711000,165.03,165.68,163.12,164.3,13466500
12/7/2022,63.15,63.4325,62.7025,62.75,1125448000,8.986,9.03,8.958,9.005,7535695000,164.28,164.33,162.7,163.7,11210710
12/8/2022,62.9225,63.09,62.27,62.7725,1274261000,9.012,9.03,8.927,8.999,5254065000,163.67,163.99,162.71,163,8836290
12/9/2022,62.6075,62.9425,62.21,62.43,1183436000,8.991,9.002,8.944,8.978,5787914000,163,163.48,162.4,162.75,8304900
12/12/2022,62.155,63.045,62.155,62.8,1229715000,8.96,9.015,8.952,8.985,4867952000,163.24,163.81,161.85,162.89,13133750
12/13/2022,62.74,63.33,62.64,62.85,1165322000,8.993,9.071,8.973,9.045,5079153000,162.98,163.44,162,162.4,8460120
12/14/2022,63.085,64.18,62.905,63.995,1217812000,9.059,9.19,9.05,9.165,7541148000,162.21,162.49,160.25,160.74,13878450
12/15/2022,64,64.95,63.84,64.3525,1930339000,9.185,9.298,9.145,9.215,8472255000,160.75,161.25,157.72,160.31,22006180
12/16/2022,64.4,64.8,64.3525,64.65,945703000,9.219,9.279,9.208,9.279,7165776000,160.3,162.48,159.95,160.24,13711020
12/19/2022,64.85,68.48,64.6075,67.72,1851190000,9.275,9.805,9.257,9.657,11778152000,159.91,160.12,157,157.61,19274460
12/20/2022,68.1,69.555,67.2025,68.875,1531636000,9.689,9.939,9.579,9.89,9686201000,157.48,159.45,157.38,158.94,15640340
12/21/2022,69,70.995,68.87,70.995,1646962000,9.909,10.15,9.894,10.079,11469188000,159.44,160,156.5,157.59,16484550
12/22/2022,71.28,72.6325,68.59,68.95,2531380000,10.14,10.296,9.723,9.769,16033970000,157.7,159,157.12,157.95,10548120
12/23/2022,69,70.35,67.5,70.2,1947922000,9.769,9.996,9.592,9.92,12140155000,157.96,162.5,157.22,160.89,23289210
12/26/2022,69.9,71.2,67.8375,69.29,1939534000,9.988,10.049,9.656,9.774,9874646000,161.74,163.1,160.8,162.12,15107620
12/27/2022,69.0725,71.475,68.29,70.4,1813711000,9.785,10.117,9.703,9.98,13304758000,162.42,164.98,161.98,164.07,20324380
12/28/2022,70.4025,72.2775,70.4025,72.19,1857113000,10.016,10.249,9.993,10.249,11088233000,164.22,164.79,161.81,161.82,13592880
12/29/2022,72.1025,72.9175,70.8425,72.175,2181420000,10.257,10.326,10.005,10.186,14735684000,161.8,163.38,161.74,162.91,9204120
12/30/2022,72.1725,72.54,68.635,69.9,1724051000,10.18,10.265,9.772,9.912,11906738000,162.91,164,161.8,162.56,11637250
1/3/2023,70.8,71.5,69.67,71.1375,201285000,9.9,10.18,9.87,10.11,1775817000,163.02,164.36,162.33,163.52,6366490
1/4/2023,71.335,72.135,70.9,72,187450000,10.117,10.286,10.117,10.265,1442411000,163.46,163.46,162.06,162.51,6656380
1/5/2023,72.2,72.2775,71.02,72.18,155285000,10.29,10.424,10.201,10.417,1744765000,162.51,162.85,160.71,161.2,7599140
1/6/2023,71.875,72.4575,71.5225,72.1225,150236000,10.38,10.498,10.353,10.437,1158511000,161.2,162.59,161.1,162.1,5240800
1/9/2023,71.915,72.3,69.3275,69.99,1346134000,10.459,10.555,10.154,10.219,10321663000,162.98,163.49,161.88,162.71,9706960
1/10/2023,69.96,70.15,69.22,69.8,850754000,10.22,10.289,10.14,10.279,5763620000,162.72,162.98,161.44,162.1,7342060
1/11/2023,69.915,70.405,68.2675,68.7325,1263939000,10.288,10.337,10.018,10.074,10220459000,162.09,167.19,161.7,165.83,25239300
1/12/2023,68.615,68.9675,67.5,67.7575,1253621000,10.08,10.097,9.97,10.021,7493202000,165.71,165.79,163.75,164.17,11337740
1/13/2023,67.7375,68.93,67.0875,68.7875,1367467000,10.001,10.229,9.981,10.19,6680792000,164.3,165.73,163.5,164.56,12244240
1/16/2023,68.535,69.1825,67.7575,68.43,1491660000,10.203,10.27,10.07,10.149,6374703000,165.1,166.8,164.9,165.8,14664800
1/17/2023,68.3925,69.4075,68.0525,69.15,1105305000,10.152,10.23,10.081,10.19,5946094000,165.82,165.92,162,162.33,18054520
1/18/2023,69.3,69.8325,68.68,68.7475,1129335000,10.193,10.235,10.141,10.19,5753466000,162.53,163.96,160.81,162.18,14445400
1/19/2023,68.935,69.3,68.71,68.8,941777000,10.191,10.205,10.101,10.129,5919558000,161.98,162.49,160.01,160.53,15603390
1/20/2023,68.9225,68.985,68.4975,68.83,863525000,10.131,10.139,10.087,10.119,4965524000,160.6,161.45,158.55,158.85,16500690
1/23/2023,68.7025,68.94,68.465,68.925,705644000,10.121,10.149,10.076,10.128,3572112000,158.9,160.49,158.2,160.06,15042680
1/24/2023,68.9,69.17,68.66,69,890698000,10.129,10.149,10.094,10.138,4169653000,160.22,160.83,157.44,157.88,16613760
1/25/2023,69.0825,69.315,68.7775,69.305,1098236000,10.143,10.219,10.127,10.216,4469202000,157.9,159.13,156.71,158.99,15559500
1/26/2023,69.2475,69.73,68.7875,69.265,954226000,10.217,10.304,10.204,10.279,5837283000,159.14,159.43,157.13,157.58,12370220
1/27/2023,69.34,69.5225,69.195,69.46,1097333000,10.282,10.292,10.235,10.26,3785987000,157.59,159.33,156.91,159.08,12287180
1/30/2023,69.37,70.405,69.2275,70.405,926761000,10.268,10.405,10.261,10.405,6152190000,159.09,159.67,157.7,158.41,10696630
1/31/2023,70.4975,70.83,69.7475,69.82,1165741000,10.418,10.47,10.319,10.348,6576704000,158.41,160,158,158.1,15118140
2/1/2023,69.8775,70.4725,69.8775,70.1975,756322000,10.364,10.425,10.347,10.391,5318899000,158.34,158.66,157.54,158.12,14197160
2/2/2023,70.0425,70.4875,69.8,70.455,775272000,10.401,10.459,10.373,10.451,6667418000,158.35,158.59,157.31,158.1,11959060
2/3/2023,70.39,70.795,70.2075,70.6,937572000,10.448,10.45,10.385,10.417,5176049000,158.05,163.96,156.76,160.87,69499700
2/6/2023,70.61,71.1275,70.4425,70.95,653314000,10.41,10.437,10.356,10.419,5522651000,160.7,161.76,158.91,160.14,28018270
2/7/2023,71.1625,71.2475,70.7025,71.15,762038000,10.419,10.465,10.409,10.455,5822797000,160.47,161.35,159.51,159.87,13928790
2/8/2023,71.0875,72.4,70.92,72.3025,1078226000,10.457,10.67,10.447,10.67,6244977000,160.07,160.42,157.82,158.18,16663910
2/9/2023,72.3525,73.385,72.3525,73,1169519000,10.677,10.806,10.672,10.767,6277835000,158.5,160.44,157.6,159.19,27640740
2/10/2023,73.09,73.395,72.535,73.39,943443000,10.767,10.79,10.659,10.749,5749923000,159.05,159.46,158.32,158.68,9833880
2/13/2023,73.4175,73.8775,73.195,73.825,868954000,10.753,10.801,10.702,10.8,5665107000,159.45,159.47,158,158.01,11302230
2/14/2023,73.8725,73.985,72.915,73.8,1092709000,10.796,10.85,10.701,10.803,6101232000,157.98,158.1,155.13,156.52,18579460
2/15/2023,73.57,74.66,73.57,74.5725,943688000,10.803,10.905,10.768,10.87,7056692000,156.06,156.07,150.6,153.09,27517910
2/16/2023,74.57,74.91,74.51,74.855,908745000,10.875,10.919,10.849,10.875,6088589000,154.04,154.5,151.62,153.56,17282360
2/17/2023,74.7375,75.3,73.9125,74.29,1657494000,10.875,10.913,10.734,10.76,10410546000,153.39,155.08,152.83,153.62,13247310
2/20/2023,74.215,74.8675,73.5875,74.5,1113328000,10.75,10.915,10.702,10.87,9427192000,153.63,154.3,151.62,153.24,15286620
2/21/2023,74.565,75.145,74.4625,75.0475,1171822000,10.87,10.926,10.799,10.85,10509457000,153.62,156.43,153.62,154.97,21377910
2/22/2023,75,75.2175,74.365,75,1595466000,10.85,10.92,10.8,10.903,12892362000,154.85,156.4,153.5,155.31,11636880
2/24/2023,74.95,76.3625,74.7675,76.13,322063000,10.89,11.011,10.825,10.965,2015991000,155.52,156.98,153.72,154.22,9964650
2/27/2023,76,76.4875,74.5025,74.6025,1504588000,10.941,10.982,10.67,10.71,12143169000,153.9,157.3,153.5,156.34,17065610
2/28/2023,74.635,75.29,73.98,74.97,1137051000,10.71,10.804,10.617,10.78,9223933000,156.41,158.09,155.56,157.66,18405580
3/1/2023,75.0025,75.41,74.7125,75.15,1019925000,10.782,10.939,10.782,10.909,9717179000,158,164.56,157.99,164.5,67692980
3/2/2023,75.0425,75.6675,75.0425,75.3175,953390000,10.899,10.945,10.845,10.865,6279391000,164.15,164.34,159.5,160.9,53089640
3/3/2023,75.0675,75.79,75.0675,75.6325,724835000,10.88,10.938,10.872,10.926,4980473000,161.2,163.3,160.9,162.27,21275460
3/6/2023,75.6025,75.915,75.2425,75.445,831398000,10.924,10.979,10.82,10.855,7192376000,163.2,164.3,162.52,163.35,19403570
3/7/2023,75.38,76.1125,75.2225,76.0225,804410000,10.847,10.878,10.824,10.875,5386653000,163.75,163.85,162,162.57,13838340
3/9/2023,75.85,76.3,75.6075,75.845,842178000,10.892,10.917,10.827,10.856,7533673000,162.22,163.18,161.12,161.21,13924340
3/10/2023,75.8675,76.11,75.795,76.1,738466000,10.866,10.966,10.855,10.965,5474962000,160.5,161.29,159.51,160.04,17122900
3/13/2023,75.9025,76.1075,74.88,75,1423780000,10.977,11.02,10.866,10.927,8945145000,160.35,161.62,158.3,159.03,20191630
3/14/2023,74.9975,75.5,74.73,75.32,944014000,10.934,10.959,10.901,10.937,5817263000,158.89,161.4,158.55,161,17487600
3/15/2023,75.3675,76.22,75.18,75.985,907683000,10.945,11.012,10.919,11,7112747000,161.5,162.48,158.05,159.68,24880090
3/16/2023,75.905,77.49,75.8075,76.4,1726649000,11.001,11.207,10.992,11.09,10122672000,159.81,160.83,158.5,159.71,20909390
3/17/2023,76.4,77.145,76.015,77.06,886599000,11.09,11.193,11.068,11.19,6831108000,160.19,164.41,159.85,163.29,41646910
3/20/2023,76.9475,77.7575,76.555,77.17,1027144000,11.199,11.298,11.115,11.19,10359796000,164.34,176.86,164.14,175.7,127825560
3/21/2023,77.01,77.315,76.625,76.66,768810000,11.194,11.243,11.135,11.161,9059318000,176,177.25,168.66,170.55,107145180
3/22/2023,76.6125,77.1,76.6125,77.0575,1089834000,11.16,11.195,11.121,11.185,10098664000,170,171.38,167.7,168.72,38726040
3/23/2023,76.7775,76.935,75.7125,76,1188774000,11.195,11.248,11.059,11.105,12527791000,168.72,169.71,167.82,168.84,18693600
3/24/2023,76.0725,77.2,76,77.075,1151954000,11.073,11.147,11.072,11.139,10813106000,169.12,169.49,168.01,169.03,14753150
3/27/2023,76.7375,77.2425,76.41,76.68,990758000,11.14,11.181,11.089,11.113,9678098000,170.16,173.25,169.74,172.33,35848790
3/28/2023,76.6725,77.0275,76.3175,76.9,993946000,11.113,11.175,11.073,11.173,10449344000,172.9,172.92,169.1,171.07,27017460
3/29/2023,77,77.2,76.6675,77.155,895985000,11.17,11.201,11.13,11.2,6938206000,171.57,172.5,169.41,170.95,22407700
3/30/2023,77.155,77.3075,76.8775,77.08,1186180000,11.201,11.223,11.151,11.192,9604262000,170.76,171.8,170.02,171.71,14686140
3/31/2023,76.9525,77.95,76.87,77.5975,1107247000,11.192,11.34,11.183,11.281,6064204000,172,172.71,168.14,169.83,31308340
